catalog_page,category,part_numbers,c1,c2,c3,c4,c5,c6,raw_line
B90,C-Face Motors,36110083,"112MH/4-184TC 575V-60Hz, 5 hp 36110083",,,,,,"112MH/4-184TC 575V-60Hz, 5 hp 36110083"
B90,C-Face Motors,33610295,"80LP/4-56C 575V-60Hz, 1 hp 33610295",,,,,,"80LP/4-56C 575V-60Hz, 1 hp 33610295"
B90,C-Face Motors,33610293,"80LP/4-143TC 575V-60Hz, 1 hp 33610293",,,,,,"80LP/4-143TC 575V-60Hz, 1 hp 33610293"
B90,C-Face Motors,34110293,"90SP/4-145TC 575V-60Hz, 1-1/2 hp 34110293",,,,,,"90SP/4-145TC 575V-60Hz, 1-1/2 hp 34110293"
B90,C-Face Motors,34610293,"90LP/4-145TC 575V-60Hz, 2 hp 34610293",,,,,,"90LP/4-145TC 575V-60Hz, 2 hp 34610293"
B90,C-Face Motors,35110293,"100LP/4-182TC 575V-60Hz, 3 hp 35110293",,,,,,"100LP/4-182TC 575V-60Hz, 3 hp 35110293"
B90,C-Face Motors,36110293,"112MP/4-184TC 575V-60Hz, 5 hp 36110293",,,,,,"112MP/4-184TC 575V-60Hz, 5 hp 36110293"
B91,C-face 230/460V-60Hz Standard Efficiency - Brakemotor Part Number,31110034,"63S/4-56C BRE5 HL 230/460V-60Hz, 1/6 hp, 230VAC brake with hand release lever 31110034",,,,,,"63S/4-56C BRE5 HL 230/460V-60Hz, 1/6 hp, 230VAC brake with hand release lever 31110034"
B91,C-face 230/460V-60Hz Standard Efficiency - Brakemotor Part Number,31610034,"63L/4-56C BRE5 HL 230/460V-60Hz, 1/4 hp, 230VAC brake with hand release lever 31610034",,,,,,"63L/4-56C BRE5 HL 230/460V-60Hz, 1/4 hp, 230VAC brake with hand release lever 31610034"
B91,C-face 230/460V-60Hz Standard Efficiency - Brakemotor Part Number,32110034,"71S/4-56C BRE5 HL 230/460V-60Hz, 1/3 hp, 230VAC brake with hand release lever 32110034",,,,,,"71S/4-56C BRE5 HL 230/460V-60Hz, 1/3 hp, 230VAC brake with hand release lever 32110034"
B91,C-face 230/460V-60Hz Standard Efficiency - Brakemotor Part Number,32610034,"71L/4-56C BRE5 HL 230/460V-60Hz, 1/2 hp, 230VAC brake with hand release lever 32610034",,,,,,"71L/4-56C BRE5 HL 230/460V-60Hz, 1/2 hp, 230VAC brake with hand release lever 32610034"
B91,C-face 230/460V-60Hz Standard Efficiency - Brakemotor Part Number,33110034,"80S/4-56C BRE10 HL 230/460V-60Hz, 3/4 hp, 230VAC brake with hand release lever 33110034",,,,,,"80S/4-56C BRE10 HL 230/460V-60Hz, 3/4 hp, 230VAC brake with hand release lever 33110034"
B91,C-face 230/460V-60Hz Standard Efficiency - Brakemotor Part Number,33610024,"80L/4-56C BRE10 HL 230/460V-60Hz, 1 hp, 230VAC brake with hand release lever 33610024",,,,,,"80L/4-56C BRE10 HL 230/460V-60Hz, 1 hp, 230VAC brake with hand release lever 33610024"
B91,C-face 230/460V-60Hz Energy Efficient - Brakemotor Part Number,33610082,"80LH/4-56C BRE10 HL 230/460V-60Hz, 1 hp, 230VAC brake with hand release lever 33610082",,,,,,"80LH/4-56C BRE10 HL 230/460V-60Hz, 1 hp, 230VAC brake with hand release lever 33610082"
B91,C-face 230/460V-60Hz Energy Efficient - Brakemotor Part Number,33610084,"80LH/4-143TC BRE 10 HL 230/460V-60Hz, 1 hp, 230VAC brake with hand release lever 33610084",,,,,,"80LH/4-143TC BRE 10 HL 230/460V-60Hz, 1 hp, 230VAC brake with hand release lever 33610084"
B91,C-face 230/460V-60Hz Energy Efficient - Brakemotor Part Number,34110084,"90SH/4-145TC BRE 20 HL 230/460V-60Hz, 1-1/2 hp, 230VAC brake with hand release lever 34110084",,,,,,"90SH/4-145TC BRE 20 HL 230/460V-60Hz, 1-1/2 hp, 230VAC brake with hand release lever 34110084"
B91,C-face 230/460V-60Hz Energy Efficient - Brakemotor Part Number,34610084,"90LH/4-145TC BRE 20 HL 230/460V-60Hz, 2 hp, 230VAC brake with hand release lever 34610084",,,,,,"90LH/4-145TC BRE 20 HL 230/460V-60Hz, 2 hp, 230VAC brake with hand release lever 34610084"
B91,C-face 230/460V-60Hz Energy Efficient - Brakemotor Part Number,35110084,"100LH/4-182TC BRE 40 HL 230/460V-60Hz, 3 hp, 230VAC brake with hand release lever 35110084",,,,,,"100LH/4-182TC BRE 40 HL 230/460V-60Hz, 3 hp, 230VAC brake with hand release lever 35110084"
B91,C-face 230/460V-60Hz Energy Efficient - Brakemotor Part Number,36110084,"112MH/4-184TC BRE 40 HL 230/460V-60Hz, 5 hp, 230VAC brake with hand release lever 36110084",,,,,,"112MH/4-184TC BRE 40 HL 230/460V-60Hz, 5 hp, 230VAC brake with hand release lever 36110084"
B91,C-face 230/460V-60Hz Premium Efficient - Brakemotor Part Number,33610282,"80LP/4-56C BRE10 HL 230/460V-60Hz, 1 hp, 230VAC brake with hand release lever 33610282",,,,,,"80LP/4-56C BRE10 HL 230/460V-60Hz, 1 hp, 230VAC brake with hand release lever 33610282"
B91,C-face 230/460V-60Hz Premium Efficient - Brakemotor Part Number,33610284,"80LP/4-143TC BRE 10 HL 230/460V-60Hz, 1 hp, 230VAC brake with hand release lever 33610284",,,,,,"80LP/4-143TC BRE 10 HL 230/460V-60Hz, 1 hp, 230VAC brake with hand release lever 33610284"
B91,C-face 230/460V-60Hz Premium Efficient - Brakemotor Part Number,33610286,"90SP/4-145TC BRE 20 HL 230/460V-60Hz, 1-1/2 hp, 230VAC brake with hand release lever 33610286",,,,,,"90SP/4-145TC BRE 20 HL 230/460V-60Hz, 1-1/2 hp, 230VAC brake with hand release lever 33610286"
B91,C-face 230/460V-60Hz Premium Efficient - Brakemotor Part Number,33610288,"90LP/4-145TC BRE 20 HL 230/460V-60Hz, 2 hp, 230VAC brake with hand release lever 33610288",,,,,,"90LP/4-145TC BRE 20 HL 230/460V-60Hz, 2 hp, 230VAC brake with hand release lever 33610288"
B91,C-face 230/460V-60Hz Premium Efficient - Brakemotor Part Number,33610290,"100LP/4-182TC BRE 40 HL 230/460V-60Hz, 3 hp, 230VAC brake with hand release lever 33610290",,,,,,"100LP/4-182TC BRE 40 HL 230/460V-60Hz, 3 hp, 230VAC brake with hand release lever 33610290"
B91,C-face 230/460V-60Hz Premium Efficient - Brakemotor Part Number,33610292,"112MP/4-184TC BRE 40 HL 230/460V-60Hz, 5 hp, 230VAC brake with hand release lever 33610292",,,,,,"112MP/4-184TC BRE 40 HL 230/460V-60Hz, 5 hp, 230VAC brake with hand release lever 33610292"
B91,C-face 575V-60Hz Standard Efficiency - Brakemotor Part Number,31110035,"63S/4-56C BRE5 HL 575V-60Hz, 1/6 hp, 575VAC brake with hand release lever 31110035",,,,,,"63S/4-56C BRE5 HL 575V-60Hz, 1/6 hp, 575VAC brake with hand release lever 31110035"
B91,C-face 575V-60Hz Standard Efficiency - Brakemotor Part Number,31610035,"63L/4-56C BRE5 HL 575V-60Hz, 1/4 hp, 575VAC brake with hand release lever 31610035",,,,,,"63L/4-56C BRE5 HL 575V-60Hz, 1/4 hp, 575VAC brake with hand release lever 31610035"
B91,C-face 575V-60Hz Standard Efficiency - Brakemotor Part Number,32110035,"71S/4-56C BRE5 HL 575V-60Hz, 1/3 hp, 575VAC brake with hand release lever 32110035",,,,,,"71S/4-56C BRE5 HL 575V-60Hz, 1/3 hp, 575VAC brake with hand release lever 32110035"
B91,C-face 575V-60Hz Standard Efficiency - Brakemotor Part Number,32610035,"71L/4-56C BRE5 HL 575V-60Hz, 1/2 hp, 575VAC brake with hand release lever 32610035",,,,,,"71L/4-56C BRE5 HL 575V-60Hz, 1/2 hp, 575VAC brake with hand release lever 32610035"
B91,C-face 575V-60Hz Standard Efficiency - Brakemotor Part Number,33110035,"80S/4-56C BRE10 HL 575V-60Hz, 3/4 hp, 575VAC brake with hand release lever 33110035",,,,,,"80S/4-56C BRE10 HL 575V-60Hz, 3/4 hp, 575VAC brake with hand release lever 33110035"
B91,C-face 575V-60Hz Standard Efficiency - Brakemotor Part Number,33610025,"80L/4-56C BRE10 HL 575V-60Hz, 1 hp, 575VAC brake with hand release lever 33610025",,,,,,"80L/4-56C BRE10 HL 575V-60Hz, 1 hp, 575VAC brake with hand release lever 33610025"
B91,C-face 575V-60Hz Energy Efficient - Brakemotor Part Number,33610083,"80LH/4-56C BRE10 HL 230/460V-60Hz, 1 hp, 230VAC brake with hand release lever 33610083",,,,,,"80LH/4-56C BRE10 HL 230/460V-60Hz, 1 hp, 230VAC brake with hand release lever 33610083"
B91,C-face 575V-60Hz Energy Efficient - Brakemotor Part Number,33610085,"80LH/4-143TC BRE 10 HL 575V-60Hz, 1 hp, 230VAC brake with hand release lever 33610085",,,,,,"80LH/4-143TC BRE 10 HL 575V-60Hz, 1 hp, 230VAC brake with hand release lever 33610085"
B91,C-face 575V-60Hz Energy Efficient - Brakemotor Part Number,34110085,"90SH/4-145TC BRE 20 HL 575V-60Hz, 1-1/2 hp, 230VAC brake with hand release lever 34110085",,,,,,"90SH/4-145TC BRE 20 HL 575V-60Hz, 1-1/2 hp, 230VAC brake with hand release lever 34110085"
B91,C-face 575V-60Hz Energy Efficient - Brakemotor Part Number,34610085,"90LH/4-145TC BRE 20 HL 575V-60Hz, 2 hp, 230VAC brake with hand release lever 34610085",,,,,,"90LH/4-145TC BRE 20 HL 575V-60Hz, 2 hp, 230VAC brake with hand release lever 34610085"
B91,C-face 575V-60Hz Energy Efficient - Brakemotor Part Number,35110085,"100LH/4-182TC BRE 40 HL 575V-60Hz, 3 hp, 230VAC brake with hand release lever 35110085",,,,,,"100LH/4-182TC BRE 40 HL 575V-60Hz, 3 hp, 230VAC brake with hand release lever 35110085"
B91,C-face 575V-60Hz Energy Efficient - Brakemotor Part Number,36110085,"112MH/4-184TC BRE 40 HL 575V-60Hz, 5 hp, 230VAC brake with hand release lever 36110085",,,,,,"112MH/4-184TC BRE 40 HL 575V-60Hz, 5 hp, 230VAC brake with hand release lever 36110085"
B91,C-face 575V-60Hz Premium Efficient - Brakemotor Part Number,33610283,"80LP/4-56C BRE10 HL 230/460V-60Hz, 1 hp, 230VAC brake with hand release lever 33610283",,,,,,"80LP/4-56C BRE10 HL 230/460V-60Hz, 1 hp, 230VAC brake with hand release lever 33610283"
B91,C-face 575V-60Hz Premium Efficient - Brakemotor Part Number,33610285,"80LP/4-143TC BRE 10 HL 575V-60Hz, 1 hp, 230VAC brake with hand release lever 33610285",,,,,,"80LP/4-143TC BRE 10 HL 575V-60Hz, 1 hp, 230VAC brake with hand release lever 33610285"
B91,C-face 575V-60Hz Premium Efficient - Brakemotor Part Number,34110285,"90SP/4-145TC BRE 20 HL 575V-60Hz, 1-1/2 hp, 230VAC brake with hand release lever 34110285",,,,,,"90SP/4-145TC BRE 20 HL 575V-60Hz, 1-1/2 hp, 230VAC brake with hand release lever 34110285"
B91,C-face 575V-60Hz Premium Efficient - Brakemotor Part Number,34610285,"90LP/4-145TC BRE 20 HL 575V-60Hz, 2 hp, 230VAC brake with hand release lever 34610285",,,,,,"90LP/4-145TC BRE 20 HL 575V-60Hz, 2 hp, 230VAC brake with hand release lever 34610285"
B91,C-face 575V-60Hz Premium Efficient - Brakemotor Part Number,35110285,"100LP/4-182TC BRE 40 HL 575V-60Hz, 3 hp, 230VAC brake with hand release lever 35110285",,,,,,"100LP/4-182TC BRE 40 HL 575V-60Hz, 3 hp, 230VAC brake with hand release lever 35110285"
B91,C-face 575V-60Hz Premium Efficient - Brakemotor Part Number,36110285,"112MP/4-184TC BRE 40 HL 575V-60Hz, 5 hp, 230VAC brake with hand release lever 36110285",,,,,,"112MP/4-184TC BRE 40 HL 575V-60Hz, 5 hp, 230VAC brake with hand release lever 36110285"
